,word,count_1,count_2,count_3,count_4,sum
63352,zzz_observer,0.0,0.0,0.0,3.0,3.0
63353,zzz_ocala,0.0,0.0,0.0,3.0,3.0
63354,zzz_occidental,0.0,0.0,0.0,3.0,3.0
63355,zzz_occidental_petroleum,0.0,0.0,0.0,2.0,2.0
63356,zzz_occupant,0.0,0.0,0.0,2.0,2.0
63357,zzz_occupational,0.0,0.0,0.0,1.0,1.0
63358,zzz_occupational_safety,0.0,0.0,0.0,8.0,8.0
63359,zzz_ocean,0.0,0.0,0.0,5.0,5.0
63360,zzz_ocean_city,0.0,0.0,0.0,2.0,2.0
63361,zzz_ocean_drive,0.0,0.0,0.0,2.0,2.0
63362,zzz_ocean_state,0.0,0.0,0.0,16.0,16.0
63363,zzz_oceanside,0.0,0.0,0.0,1.0,1.0
63364,zzz_ocr,0.0,0.0,0.0,8.0,8.0
63365,zzz_octavian,0.0,0.0,0.0,6.0,6.0
63366,zzz_octavio_dotel,0.0,0.0,0.0,2.0,2.0
63367,zzz_odd,0.0,0.0,0.0,3.0,3.0
63368,zzz_odetta,0.0,0.0,0.0,2.0,2.0
63369,zzz_odin,0.0,0.0,0.0,1.0,1.0
63370,zzz_odysseus,0.0,0.0,0.0,1.0,1.0
63371,zzz_odyssey,0.0,0.0,0.0,1.0,1.0
63372,zzz_oed,0.0,0.0,0.0,1.0,1.0
63373,zzz_oedipal,0.0,0.0,0.0,2.0,2.0
63374,zzz_oedipus,0.0,0.0,0.0,1.0,1.0
63375,zzz_oem,0.0,0.0,0.0,1.0,1.0
63376,zzz_off,0.0,0.0,0.0,7.0,7.0
63377,zzz_offense,0.0,0.0,0.0,8.0,8.0
63378,zzz_offensive,0.0,0.0,0.0,5.0,5.0
63379,zzz_offensive_player,0.0,0.0,0.0,3.0,3.0
63380,zzz_offensively,0.0,0.0,0.0,2.0,2.0
63381,zzz_offered,0.0,0.0,0.0,1.0,1.0
63382,zzz_offering,0.0,0.0,0.0,4.0,4.0
63383,zzz_office_depot,0.0,0.0,0.0,6.0,6.0
63384,zzz_officer,0.0,0.0,0.0,1.0,1.0
63385,zzz_official,0.0,0.0,0.0,6.0,6.0
63386,zzz_oftentimes,0.0,0.0,0.0,1.0,1.0
63387,zzz_ogden,0.0,0.0,0.0,2.0,2.0
63388,zzz_ogilvy,0.0,0.0,0.0,10.0,10.0
63389,zzz_ohhh,0.0,0.0,0.0,1.0,1.0
63390,zzz_ohio,0.0,0.0,0.0,129.0,129.0
63391,zzz_ohio_my,0.0,0.0,0.0,2.0,2.0
63392,zzz_ohio_republican,0.0,0.0,0.0,6.0,6.0
63393,zzz_ohio_river,0.0,0.0,0.0,1.0,1.0
63394,zzz_ohio_state,0.0,0.0,0.0,23.0,23.0
63395,zzz_ohio_state_university,0.0,0.0,0.0,1.0,1.0
63396,zzz_ohio_valley,0.0,0.0,0.0,8.0,8.0
63397,zzz_ohnesorg,0.0,0.0,0.0,5.0,5.0
63398,zzz_ohno,0.0,0.0,0.0,1.0,1.0
63399,zzz_oiler,0.0,0.0,0.0,13.0,13.0
63400,zzz_ojo,0.0,0.0,0.0,2.0,2.0
63401,zzz_ok,0.0,0.0,0.0,26.0,26.0
63402,zzz_ok_i,0.0,0.0,0.0,3.0,3.0
63403,zzz_okinawa,0.0,0.0,0.0,2.0,2.0
63404,zzz_okla,0.0,0.0,0.0,7.0,7.0
63405,zzz_oklahoma,0.0,0.0,0.0,67.0,67.0
63406,zzz_oklahoma_city,0.0,0.0,0.0,6.0,6.0
63407,zzz_oklahoma_republican,0.0,0.0,0.0,1.0,1.0
63408,zzz_oklahoma_state,0.0,0.0,0.0,30.0,30.0
63409,zzz_oklahoma_state_university,0.0,0.0,0.0,2.0,2.0
63410,zzz_olaf_kolzig,0.0,0.0,0.0,2.0,2.0
63411,zzz_olandis_gary,0.0,0.0,0.0,1.0,1.0
63412,zzz_olathe,0.0,0.0,0.0,8.0,8.0
63413,zzz_olazabal,0.0,0.0,0.0,1.0,1.0
63414,zzz_old_city,0.0,0.0,0.0,8.0,8.0
63415,zzz_old_dominion,0.0,0.0,0.0,2.0,2.0
63416,zzz_old_economy,0.0,0.0,0.0,3.0,3.0
63417,zzz_old_english,0.0,0.0,0.0,2.0,2.0
63418,zzz_old_florida,0.0,0.0,0.0,3.0,3.0
63419,zzz_old_glory,0.0,0.0,0.0,1.0,1.0
63420,zzz_old_guard,0.0,0.0,0.0,2.0,2.0
63421,zzz_old_havana,0.0,0.0,0.0,7.0,7.0
63422,zzz_old_hollywood,0.0,0.0,0.0,3.0,3.0
63423,zzz_old_house_lane,0.0,0.0,0.0,7.0,7.0
63424,zzz_old_man,0.0,0.0,0.0,1.0,1.0
63425,zzz_old_navy,0.0,0.0,0.0,6.0,6.0
63426,zzz_old_south,0.0,0.0,0.0,12.0,12.0
63427,zzz_old_testament,0.0,0.0,0.0,7.0,7.0
63428,zzz_old_timer,0.0,0.0,0.0,1.0,1.0
63429,zzz_old_vic,0.0,0.0,0.0,1.0,1.0
63430,zzz_old_west,0.0,0.0,0.0,14.0,14.0
63431,zzz_old_westbury,0.0,0.0,0.0,2.0,2.0
63432,zzz_old_world,0.0,0.0,0.0,2.0,2.0
63433,zzz_old_yeller,0.0,0.0,0.0,2.0,2.0
63434,zzz_oldsmobile,0.0,0.0,0.0,3.0,3.0
63435,zzz_ole,0.0,0.0,0.0,1.0,1.0
63436,zzz_ole_miss,0.0,0.0,0.0,1.0,1.0
63437,zzz_oleg,0.0,0.0,0.0,1.0,1.0
63438,zzz_oleg_kalugin,0.0,0.0,0.0,1.0,1.0
63439,zzz_olga,0.0,0.0,0.0,1.0,1.0
63440,zzz_olin_browne,0.0,0.0,0.0,2.0,2.0
63441,zzz_olindo,0.0,0.0,0.0,7.0,7.0
63442,zzz_oliveira,0.0,0.0,0.0,14.0,14.0
63443,zzz_oliver,0.0,0.0,0.0,3.0,3.0
63444,zzz_oliver_cromwell,0.0,0.0,0.0,1.0,1.0
63445,zzz_oliver_knussen,0.0,0.0,0.0,2.0,2.0
63446,zzz_oliver_miller,0.0,0.0,0.0,1.0,1.0
63447,zzz_oliver_north,0.0,0.0,0.0,1.0,1.0
63448,zzz_oliver_parker,0.0,0.0,0.0,2.0,2.0
63449,zzz_oliver_platt,0.0,0.0,0.0,6.0,6.0
63450,zzz_oliver_stone,0.0,0.0,0.0,36.0,36.0
63451,zzz_olives,0.0,0.0,0.0,9.0,9.0
63452,zzz_olivia,0.0,0.0,0.0,4.0,4.0
63453,zzz_olivia_de_havilland,0.0,0.0,0.0,1.0,1.0
63454,zzz_olivier,0.0,0.0,0.0,2.0,2.0
63455,zzz_ollie,0.0,0.0,0.0,1.0,1.0
63456,zzz_olmec,0.0,0.0,0.0,1.0,1.0
63457,zzz_olsen,0.0,0.0,0.0,4.0,4.0
63458,zzz_olson,0.0,0.0,0.0,8.0,8.0
63459,zzz_olusegun_obasanjo,0.0,0.0,0.0,10.0,10.0
63460,zzz_olvera_street,0.0,0.0,0.0,2.0,2.0
63461,zzz_olympia,0.0,0.0,0.0,6.0,6.0
63462,zzz_olympia_dukakis,0.0,0.0,0.0,2.0,2.0
63463,zzz_olympiad,0.0,0.0,0.0,2.0,2.0
63464,zzz_olympian,0.0,0.0,0.0,6.0,6.0
63465,zzz_olympic,0.0,0.0,0.0,59.0,59.0
63466,zzz_olympic_games,0.0,0.0,0.0,1.0,1.0
63467,zzz_olympic_team,0.0,0.0,0.0,4.0,4.0
63468,zzz_olympus,0.0,0.0,0.0,2.0,2.0
63469,zzz_omaha,0.0,0.0,0.0,20.0,20.0
63470,zzz_omaha_beach,0.0,0.0,0.0,1.0,1.0
63471,zzz_omar,0.0,0.0,0.0,2.0,2.0
63472,zzz_omar_epp,0.0,0.0,0.0,2.0,2.0
63473,zzz_omar_olivares,0.0,0.0,0.0,1.0,1.0
63474,zzz_omar_sharif,0.0,0.0,0.0,2.0,2.0
63475,zzz_omni_hotel,0.0,0.0,0.0,4.0,4.0
63476,zzz_omnicom_group,0.0,0.0,0.0,8.0,8.0
63477,zzz_omnipoint,0.0,0.0,0.0,1.0,1.0
63478,zzz_omri,0.0,0.0,0.0,1.0,1.0
63479,zzz_on,0.0,0.0,0.0,3.0,3.0
63480,zzz_on_the_road_rating,0.0,0.0,0.0,1.0,1.0
63481,zzz_oncology,0.0,0.0,0.0,2.0,2.0
63482,zzz_ondcp,0.0,0.0,0.0,44.0,44.0
63483,zzz_one,0.0,0.0,0.0,5.0,5.0
63484,zzz_oneok,0.0,0.0,0.0,1.0,1.0
63485,zzz_only,0.0,0.0,0.0,4.0,4.0
63486,zzz_onstar,0.0,0.0,0.0,16.0,16.0
63487,zzz_ontario,0.0,0.0,0.0,30.0,30.0
63488,zzz_ontrack,0.0,0.0,0.0,2.0,2.0
63489,zzz_onward,0.0,0.0,0.0,1.0,1.0
63490,zzz_oooh,0.0,0.0,0.0,2.0,2.0
63491,zzz_oop,0.0,0.0,0.0,5.0,5.0
63492,zzz_op,0.0,0.0,0.0,3.0,3.0
63493,zzz_op_ed,0.0,0.0,0.0,4.0,4.0
63494,zzz_opal,0.0,0.0,0.0,1.0,1.0
63495,zzz_opec,0.0,0.0,0.0,19.0,19.0
63496,zzz_opel,0.0,0.0,0.0,1.0,1.0
63497,zzz_open_house,0.0,0.0,0.0,1.0,1.0
63498,zzz_open_market_committee,0.0,0.0,0.0,2.0,2.0
63499,zzz_open_source,0.0,0.0,0.0,10.0,10.0
63500,zzz_opera,0.0,0.0,0.0,5.0,5.0
63501,zzz_opera_house,0.0,0.0,0.0,3.0,3.0
63502,zzz_operation,0.0,0.0,0.0,8.0,8.0
63503,zzz_ophelia,0.0,0.0,0.0,4.0,4.0
63504,zzz_ophelia_speak,0.0,0.0,0.0,9.0,9.0
63505,zzz_opic,0.0,0.0,0.0,22.0,22.0
63506,zzz_opinion,0.0,0.0,0.0,4.0,4.0
63507,zzz_opportunity,0.0,0.0,0.0,6.0,6.0
63508,zzz_oprah,0.0,0.0,0.0,18.0,18.0
63509,zzz_oprah_winfrey,0.0,0.0,0.0,14.0,14.0
63510,zzz_oprah_winfrey_show,0.0,0.0,0.0,1.0,1.0
63511,zzz_opsail,0.0,0.0,0.0,1.0,1.0
63512,zzz_optical,0.0,0.0,0.0,4.0,4.0
63513,zzz_opus,0.0,0.0,0.0,1.0,1.0
63514,zzz_or_continue,0.0,0.0,0.0,12.0,12.0
63515,zzz_oracle,0.0,0.0,0.0,27.0,27.0
63516,zzz_oracle_corp,0.0,0.0,0.0,5.0,5.0
63517,zzz_orange,0.0,0.0,0.0,18.0,18.0
63518,zzz_orange_bowl,0.0,0.0,0.0,18.0,18.0
63519,zzz_orange_county,0.0,0.0,0.0,16.0,16.0
63520,zzz_orange_county_register,0.0,0.0,0.0,3.0,3.0
63521,zzz_orangemen,0.0,0.0,0.0,17.0,17.0
63522,zzz_orbiter,0.0,0.0,0.0,1.0,1.0
63523,zzz_orchestra,0.0,0.0,0.0,3.0,3.0
63524,zzz_ore,0.0,0.0,0.0,28.0,28.0
63525,zzz_oregano,0.0,0.0,0.0,1.0,1.0
63526,zzz_oregon,0.0,0.0,0.0,45.0,45.0
63527,zzz_oregon_state,0.0,0.0,0.0,13.0,13.0
63528,zzz_oregon_state_university,0.0,0.0,0.0,1.0,1.0
63529,zzz_oregonian,0.0,0.0,0.0,2.0,2.0
63530,zzz_orel_hershiser,0.0,0.0,0.0,16.0,16.0
63531,zzz_orem,0.0,0.0,0.0,1.0,1.0
63532,zzz_oreo,0.0,0.0,0.0,1.0,1.0
63533,zzz_orfeo,0.0,0.0,0.0,1.0,1.0
63534,zzz_org,0.0,0.0,0.0,3.0,3.0
63535,zzz_organization,0.0,0.0,0.0,26.0,26.0
63536,zzz_organized,0.0,0.0,0.0,3.0,3.0
63537,zzz_organized_crime,0.0,0.0,0.0,11.0,11.0
63538,zzz_original,0.0,0.0,0.0,5.0,5.0
63539,zzz_orioles,0.0,0.0,0.0,5.0,5.0
63540,zzz_orkin,0.0,0.0,0.0,1.0,1.0
63541,zzz_orlando,0.0,0.0,0.0,66.0,66.0
63542,zzz_orlando_cepeda,0.0,0.0,0.0,2.0,2.0
63543,zzz_orlando_hernandez,0.0,0.0,0.0,1.0,1.0
63544,zzz_orlando_magic,0.0,0.0,0.0,16.0,16.0
63545,zzz_orlando_pace,0.0,0.0,0.0,1.0,1.0
63546,zzz_orlando_sentinel,0.0,0.0,0.0,1.0,1.0
63547,zzz_orlean,0.0,0.0,0.0,2.0,2.0
63548,zzz_orlin_norris,0.0,0.0,0.0,4.0,4.0
63549,zzz_ornette_coleman,0.0,0.0,0.0,2.0,2.0
63550,zzz_ornithology,0.0,0.0,0.0,3.0,3.0
63551,zzz_oronde_gadsden,0.0,0.0,0.0,10.0,10.0
63552,zzz_orono,0.0,0.0,0.0,1.0,1.0
63553,zzz_orozco,0.0,0.0,0.0,1.0,1.0
63554,zzz_orpheus,0.0,0.0,0.0,1.0,1.0
63555,zzz_orrin_hatch,0.0,0.0,0.0,12.0,12.0
63556,zzz_orson_welles,0.0,0.0,0.0,8.0,8.0
63557,zzz_orthodox,0.0,0.0,0.0,26.0,26.0
63558,zzz_orthodox_christian,0.0,0.0,0.0,4.0,4.0
63559,zzz_orthodox_christianity,0.0,0.0,0.0,4.0,4.0
63560,zzz_orthodox_christmas,0.0,0.0,0.0,22.0,22.0
63561,zzz_orthodox_church,0.0,0.0,0.0,18.0,18.0
63562,zzz_orthodox_jewish,0.0,0.0,0.0,1.0,1.0
63563,zzz_orwellian,0.0,0.0,0.0,4.0,4.0
63564,zzz_os_x,0.0,0.0,0.0,15.0,15.0
63565,zzz_osaka,0.0,0.0,0.0,5.0,5.0
63566,zzz_osama,0.0,0.0,0.0,3.0,3.0
63567,zzz_oscar,0.0,0.0,0.0,82.0,82.0
63568,zzz_oscar_de_la_hoya,0.0,0.0,0.0,3.0,3.0
63569,zzz_oscar_de_la_renta,0.0,0.0,0.0,3.0,3.0
63570,zzz_oscar_nominated,0.0,0.0,0.0,8.0,8.0
63571,zzz_oscar_robertson,0.0,0.0,0.0,1.0,1.0
63572,zzz_oscar_wilde,0.0,0.0,0.0,7.0,7.0
63573,zzz_oscar_winning,0.0,0.0,0.0,10.0,10.0
63574,zzz_oscar_worthy,0.0,0.0,0.0,1.0,1.0
63575,zzz_osce,0.0,0.0,0.0,17.0,17.0
63576,zzz_osha,0.0,0.0,0.0,39.0,39.0
63577,zzz_oslo,0.0,0.0,0.0,18.0,18.0
63578,zzz_ossie_davis,0.0,0.0,0.0,1.0,1.0
63579,zzz_ossining,0.0,0.0,0.0,2.0,2.0
63580,zzz_osu,0.0,0.0,0.0,6.0,6.0
63581,zzz_otc,0.0,0.0,0.0,2.0,2.0
63582,zzz_othella_harrington,0.0,0.0,0.0,3.0,3.0
63583,zzz_other,0.0,0.0,0.0,3.0,3.0
63584,zzz_otis,0.0,0.0,0.0,20.0,20.0
63585,zzz_otis_smith,0.0,0.0,0.0,6.0,6.0
63586,zzz_otras,0.0,0.0,0.0,1.0,1.0
63587,zzz_otros,0.0,0.0,0.0,2.0,2.0
63588,zzz_ottawa,0.0,0.0,0.0,32.0,32.0
63589,zzz_ottawa_senator,0.0,0.0,0.0,7.0,7.0
63590,zzz_otto,0.0,0.0,0.0,4.0,4.0
63591,zzz_otto_preminger,0.0,0.0,0.0,1.0,1.0
63592,zzz_ottoman,0.0,0.0,0.0,9.0,9.0
63593,zzz_ouch,0.0,0.0,0.0,4.0,4.0
63594,zzz_our_dumb_century,0.0,0.0,0.0,11.0,11.0
63595,zzz_outlaw,0.0,0.0,0.0,7.0,7.0
63596,zzz_oval_office,0.0,0.0,0.0,29.0,29.0
63597,zzz_overcoming,0.0,0.0,0.0,1.0,1.0
63598,zzz_overland_park,0.0,0.0,0.0,10.0,10.0
63599,zzz_overseas,0.0,0.0,0.0,3.0,3.0
63600,zzz_overture,0.0,0.0,0.0,1.0,1.0
63601,zzz_owen,0.0,0.0,0.0,9.0,9.0
63602,zzz_owen_nolan,0.0,0.0,0.0,5.0,5.0
63603,zzz_owens_corning,0.0,0.0,0.0,1.0,1.0
63604,zzz_ownership,0.0,0.0,0.0,6.0,6.0
63605,zzz_oxford,0.0,0.0,0.0,10.0,10.0
63606,zzz_oxford_american,0.0,0.0,0.0,2.0,2.0
63607,zzz_oxford_companion,0.0,0.0,0.0,1.0,1.0
63608,zzz_oxford_educated,0.0,0.0,0.0,4.0,4.0
63609,zzz_oxford_english_dictionary,0.0,0.0,0.0,11.0,11.0
63610,zzz_oxford_health_plan,0.0,0.0,0.0,1.0,1.0
63611,zzz_oxford_university,0.0,0.0,0.0,3.0,3.0
63612,zzz_oxford_university_press,0.0,0.0,0.0,15.0,15.0
63613,zzz_oxnard,0.0,0.0,0.0,2.0,2.0
63614,zzz_oz,0.0,0.0,0.0,1.0,1.0
63615,zzz_ozark,0.0,0.0,0.0,1.0,1.0
63616,zzz_ozzie,0.0,0.0,0.0,2.0,2.0
63617,zzz_p,0.0,0.0,0.0,4.0,4.0
63618,zzz_p_d_james,0.0,0.0,0.0,2.0,2.0
63619,zzz_p_e,0.0,0.0,0.0,1.0,1.0
63620,zzz_p_j,0.0,0.0,0.0,4.0,4.0
63621,zzz_p_j_axelsson,0.0,0.0,0.0,2.0,2.0
63622,zzz_p_j_brown,0.0,0.0,0.0,2.0,2.0
63623,zzz_p_j_carlesimo,0.0,0.0,0.0,7.0,7.0
63624,zzz_p_j_crowley,0.0,0.0,0.0,1.0,1.0
63625,zzz_p_o_box,0.0,0.0,0.0,42.0,42.0
63626,zzz_p_o_d,0.0,0.0,0.0,1.0,1.0
63627,zzz_p_s,0.0,0.0,0.0,1.0,1.0
63628,zzz_p_t_barnum,0.0,0.0,0.0,2.0,2.0
63629,zzz_pa,0.0,0.0,0.0,37.0,37.0
63630,zzz_pablo,0.0,0.0,0.0,2.0,2.0
63631,zzz_pablo_neruda,0.0,0.0,0.0,1.0,1.0
63632,zzz_pac,0.0,0.0,0.0,7.0,7.0
63633,zzz_pacer,0.0,0.0,0.0,24.0,24.0
63634,zzz_pacific,0.0,0.0,0.0,62.0,62.0
63635,zzz_pacific_bell,0.0,0.0,0.0,7.0,7.0
63636,zzz_pacific_century_cyberwork,0.0,0.0,0.0,5.0,5.0
63637,zzz_pacific_classic,0.0,0.0,0.0,1.0,1.0
63638,zzz_pacific_coast,0.0,0.0,0.0,1.0,1.0
63639,zzz_pacific_coast_highway,0.0,0.0,0.0,1.0,1.0
63640,zzz_pacific_coast_league,0.0,0.0,0.0,1.0,1.0
63641,zzz_pacific_division,0.0,0.0,0.0,3.0,3.0
63642,zzz_pacific_gas,0.0,0.0,0.0,1.0,1.0
63643,zzz_pacific_grove,0.0,0.0,0.0,1.0,1.0
63644,zzz_pacific_height,0.0,0.0,0.0,1.0,1.0
63645,zzz_pacific_islander,0.0,0.0,0.0,2.0,2.0
63646,zzz_pacific_northwest,0.0,0.0,0.0,12.0,12.0
63647,zzz_pacific_ocean,0.0,0.0,0.0,16.0,16.0
63648,zzz_pacific_palisades,0.0,0.0,0.0,1.0,1.0
63649,zzz_pacific_rim,0.0,0.0,0.0,1.0,1.0
63650,zzz_package,0.0,0.0,0.0,4.0,4.0
63651,zzz_packard,0.0,0.0,0.0,4.0,4.0
63652,zzz_packer,0.0,0.0,0.0,1.0,1.0
63653,zzz_padres,0.0,0.0,0.0,1.0,1.0
63654,zzz_paducah,0.0,0.0,0.0,5.0,5.0
63655,zzz_paganini,0.0,0.0,0.0,1.0,1.0
63656,zzz_page,0.0,0.0,0.0,18.0,18.0
63657,zzz_pager,0.0,0.0,0.0,1.0,1.0
63658,zzz_pages,0.0,0.0,0.0,38.0,38.0
63659,zzz_paine_webber,0.0,0.0,0.0,6.0,6.0
63660,zzz_painewebber,0.0,0.0,0.0,13.0,13.0
63661,zzz_pairing,0.0,0.0,0.0,1.0,1.0
63662,zzz_pakistan,0.0,0.0,0.0,129.0,129.0
63663,zzz_pakistan_backed,0.0,0.0,0.0,1.0,1.0
63664,zzz_pakistani,0.0,0.0,0.0,18.0,18.0
63665,zzz_pakistanis,0.0,0.0,0.0,15.0,15.0
63666,zzz_palace,0.0,0.0,0.0,4.0,4.0
63667,zzz_paleolithic,0.0,0.0,0.0,4.0,4.0
63668,zzz_palestine,0.0,0.0,0.0,17.0,17.0
63669,zzz_palestine_liberation_organization,0.0,0.0,0.0,1.0,1.0
63670,zzz_palestinian,0.0,0.0,0.0,11.0,11.0
63671,zzz_palestinian_controlled,0.0,0.0,0.0,1.0,1.0
63672,zzz_palestinian_israeli,0.0,0.0,0.0,2.0,2.0
63673,zzz_palisade,0.0,0.0,0.0,18.0,18.0
63674,zzz_palisades,0.0,0.0,0.0,4.0,4.0
63675,zzz_palm_beach,0.0,0.0,0.0,18.0,18.0
63676,zzz_palm_beach_county,0.0,0.0,0.0,12.0,12.0
63677,zzz_palm_beach_county_circuit_court,0.0,0.0,0.0,1.0,1.0
63678,zzz_palm_beach_county_sheriff,0.0,0.0,0.0,1.0,1.0
63679,zzz_palm_desert,0.0,0.0,0.0,1.0,1.0
63680,zzz_palm_iii,0.0,0.0,0.0,1.0,1.0
63681,zzz_palm_pilot,0.0,0.0,0.0,2.0,2.0
63682,zzz_palm_spring,0.0,0.0,0.0,15.0,15.0
63683,zzz_palmdale,0.0,0.0,0.0,1.0,1.0
63684,zzz_palmeiro,0.0,0.0,0.0,4.0,4.0
63685,zzz_palmer,0.0,0.0,0.0,1.0,1.0
63686,zzz_palmetto,0.0,0.0,0.0,2.0,2.0
63687,zzz_palo_alto,0.0,0.0,0.0,21.0,21.0
63688,zzz_pam_grier,0.0,0.0,0.0,1.0,1.0
63689,zzz_pamela,0.0,0.0,0.0,1.0,1.0
63690,zzz_pamela_anderson,0.0,0.0,0.0,1.0,1.0
63691,zzz_pamela_dennis,0.0,0.0,0.0,1.0,1.0
63692,zzz_pan,0.0,0.0,0.0,10.0,10.0
63693,zzz_pan_alley,0.0,0.0,0.0,1.0,1.0
63694,zzz_panama,0.0,0.0,0.0,30.0,30.0
63695,zzz_panama_canal,0.0,0.0,0.0,16.0,16.0
63696,zzz_panamsat,0.0,0.0,0.0,1.0,1.0
63697,zzz_panasonic,0.0,0.0,0.0,6.0,6.0
63698,zzz_panchen_lama,0.0,0.0,0.0,2.0,2.0
63699,zzz_pancho_villa,0.0,0.0,0.0,1.0,1.0
63700,zzz_pandora,0.0,0.0,0.0,27.0,27.0
63701,zzz_panhandle,0.0,0.0,0.0,5.0,5.0
63702,zzz_panorama,0.0,0.0,0.0,2.0,2.0
63703,zzz_panorama_city,0.0,0.0,0.0,3.0,3.0
63704,zzz_pantheon_book,0.0,0.0,0.0,1.0,1.0
63705,zzz_panther,0.0,0.0,0.0,16.0,16.0
63706,zzz_papas,0.0,0.0,0.0,6.0,6.0
63707,zzz_paper,0.0,0.0,0.0,7.0,7.0
63708,zzz_papua_new_guinea,0.0,0.0,0.0,4.0,4.0
63709,zzz_parade_all_american,0.0,0.0,0.0,1.0,1.0
63710,zzz_paradise,0.0,0.0,0.0,2.0,2.0
63711,zzz_paradise_island,0.0,0.0,0.0,1.0,1.0
63712,zzz_paradise_valley,0.0,0.0,0.0,1.0,1.0
63713,zzz_paradoxically,0.0,0.0,0.0,5.0,5.0
63714,zzz_paraguay,0.0,0.0,0.0,3.0,3.0
63715,zzz_paramount,0.0,0.0,0.0,20.0,20.0
63716,zzz_paramount_studios,0.0,0.0,0.0,1.0,1.0
63717,zzz_paramus,0.0,0.0,0.0,1.0,1.0
63718,zzz_parcell,0.0,0.0,0.0,19.0,19.0
63719,zzz_pardon,0.0,0.0,0.0,3.0,3.0
63720,zzz_parham,0.0,0.0,0.0,14.0,14.0
63721,zzz_paribas,0.0,0.0,0.0,2.0,2.0
63722,zzz_paris,0.0,0.0,0.0,196.0,196.0
63723,zzz_paris_barclay,0.0,0.0,0.0,25.0,25.0
63724,zzz_paris_club,0.0,0.0,0.0,1.0,1.0
63725,zzz_paris_drake,0.0,0.0,0.0,9.0,9.0
63726,zzz_parisian,0.0,0.0,0.0,6.0,6.0
63727,zzz_park_avenue,0.0,0.0,0.0,9.0,9.0
63728,zzz_park_avenue_south,0.0,0.0,0.0,2.0,2.0
63729,zzz_park_city,0.0,0.0,0.0,13.0,13.0
63730,zzz_park_service,0.0,0.0,0.0,14.0,14.0
63731,zzz_parker,0.0,0.0,0.0,9.0,9.0
63732,zzz_parker_county,0.0,0.0,0.0,2.0,2.0
63733,zzz_parkinson,0.0,0.0,0.0,14.0,14.0
63734,zzz_parks_department,0.0,0.0,0.0,1.0,1.0
63735,zzz_parkshore,0.0,0.0,0.0,2.0,2.0
63736,zzz_parkway,0.0,0.0,0.0,1.0,1.0
63737,zzz_parliament,0.0,0.0,0.0,61.0,61.0
63738,zzz_parmesan,0.0,0.0,0.0,28.0,28.0
63739,zzz_parmigiano_reggiano,0.0,0.0,0.0,9.0,9.0
63740,zzz_paroles,0.0,0.0,0.0,4.0,4.0
63741,zzz_parris_island,0.0,0.0,0.0,9.0,9.0
63742,zzz_parsippany,0.0,0.0,0.0,2.0,2.0
63743,zzz_parsley,0.0,0.0,0.0,7.0,7.0
63744,zzz_parson,0.0,0.0,0.0,9.0,9.0
63745,zzz_parsons_school,0.0,0.0,0.0,1.0,1.0
63746,zzz_part_i,0.0,0.0,0.0,1.0,1.0
63747,zzz_part_ii,0.0,0.0,0.0,1.0,1.0
63748,zzz_parthenon,0.0,0.0,0.0,2.0,2.0
63749,zzz_partner,0.0,0.0,0.0,31.0,31.0
63750,zzz_partners_healthcare,0.0,0.0,0.0,2.0,2.0
63751,zzz_partners_worldwide,0.0,0.0,0.0,1.0,1.0
63752,zzz_partnership,0.0,0.0,0.0,6.0,6.0
63753,zzz_partridge_family,0.0,0.0,0.0,6.0,6.0
63754,zzz_party,0.0,0.0,0.0,567.0,567.0
63755,zzz_pasadena,0.0,0.0,0.0,34.0,34.0
63756,zzz_pascagoula,0.0,0.0,0.0,1.0,1.0
63757,zzz_pascal_trepanier,0.0,0.0,0.0,1.0,1.0
63758,zzz_pashmina,0.0,0.0,0.0,8.0,8.0
63759,zzz_passaic,0.0,0.0,0.0,2.0,2.0
63760,zzz_passaic_county,0.0,0.0,0.0,1.0,1.0
63761,zzz_passat,0.0,0.0,0.0,2.0,2.0
63762,zzz_passover,0.0,0.0,0.0,3.0,3.0
63763,zzz_past,0.0,0.0,0.0,15.0,15.0
63764,zzz_pasteur,0.0,0.0,0.0,1.0,1.0
63765,zzz_pastis,0.0,0.0,0.0,9.0,9.0
63766,zzz_pat_buchanan,0.0,0.0,0.0,53.0,53.0
63767,zzz_pat_burn,0.0,0.0,0.0,30.0,30.0
63768,zzz_pat_conroy,0.0,0.0,0.0,1.0,1.0
63769,zzz_pat_croce,0.0,0.0,0.0,3.0,3.0
63770,zzz_pat_day,0.0,0.0,0.0,7.0,7.0
63771,zzz_pat_flannery,0.0,0.0,0.0,1.0,1.0
63772,zzz_pat_gillick,0.0,0.0,0.0,17.0,17.0
63773,zzz_pat_haden,0.0,0.0,0.0,7.0,7.0
63774,zzz_pat_hentgen,0.0,0.0,0.0,3.0,3.0
63775,zzz_pat_kelly,0.0,0.0,0.0,4.0,4.0
63776,zzz_pat_kennedy,0.0,0.0,0.0,3.0,3.0
63777,zzz_pat_lynch,0.0,0.0,0.0,2.0,2.0
63778,zzz_pat_mitchell,0.0,0.0,0.0,1.0,1.0
63779,zzz_pat_nixon,0.0,0.0,0.0,1.0,1.0
63780,zzz_pat_o_brien,0.0,0.0,0.0,2.0,2.0
63781,zzz_pat_quinn,0.0,0.0,0.0,6.0,6.0
63782,zzz_pat_riley,0.0,0.0,0.0,17.0,17.0
